ingredientes,Caloric Value,Carbohydrates,Protein,Fat,label
"green lettuce, sockeye salmon cooked, fruit walnut salad mcdonalds, gum drops",846,52.49999999999999,88.89999999999999,30.842000000000002,0
"onions canned, popcorn cake, french beans raw",681,128.5,36.1,4.084,1
"edam cheese, amaranth flakes, pie crust",362,38.3,14.9,19.0,1
"butternut squash cooked, pepper jack cheese lucerne",155,21.0,6.8,6.2,1
"water chestnut canned, chimichanga with beef",495,60.0,20.8,19.715,1
"mamey sapote, sage ground",219,56.6,2.558,0.8460000000000001,1
"perch cooked, beef shoulder steak grilled",209,0.0,35.4,6.3,1
"feta cheese, fava beans cooked",267,34.6,17.2,7.1000000000000005,1
"dessert wine sweet, ginger root, japanese somen noodles dry",268,35.5,3.468,0.228,1
"dessert wine sweet, oyster fried, water, hazelnuts blanched",404,25.6,6.2,20.3,1
"enoki mushrooms, bacon",107,0.4,3.3619999999999997,10.299,1
"japanese somen noodles cooked, chicken chow mein",744,98.6,47.8,17.2,0
"coconut oil, pork beef salami cooked",158,0.3,2.7,16.8,1
"chicken wing cooked, ostrich tip cooked, fruit flavored water, mock tender steak raw",471,13.0,71.2,14.0,1
"haddock smoked, pinto beans cooked, plantain fried",294,47.4,22.523,2.0,1
"cuttlefish raw, turkey bologna, romanesco raw, broccoli raab cooked",122,8.100000000000001,13.0,5.300000000000001,1
"coriander seeds, cinnamon coffeecake",243,27.6,4.1,13.600000000000001,1
"elderberries, turkey wing cooked",532,26.7,51.9,23.8,1
"pokeberry shoots raw, nachos with cinnamon sugar, rice pilaf cooked",981,130.4,18.4,45.4,0
"hamburger mcdonalds, beef top blade cooked, egg substitute, vanilla cream pie",900,74.7,64.19999999999999,37.7,0
"corn muffin, ohelo berries, herb tea",242,43.7,4.4,5.8,1
"lentils raw, chocolate wafers",1163,196.5,56.9,17.9,0
"zucchini cooked, sturgeon raw, fructose sweetener, caribou cooked",282,9.0,44.7,8.1,1
"brie cheese, crispy chicken wing kentucky fried chicken, taro leaves cooked",239,7.0,22.7,14.200000000000001,1
"taro raw, pokeberry shoots raw, sweet red peppers raw",199,42.4,7.300000000000001,1.2,1
"sliced turkey breast, drum raw, nopales cooked, pokeberry shoots cooked",308,10.4,42.9,11.103,1
"spot cooked, sweet corn yellow, soybean oil, lamb brain cooked",760,14.2,59.5,52.4,0
"powerade coca cola, zinfandel red wine, beef broth powder, french fries mcdonalds",524,56.9,4.699999999999999,18.409000000000002,1
"florida pompano cooked, scup cooked",254,0.0,32.9,12.5,1
"potato chips sour cream and onion, ginger ground",1057,103.3,16.2,67.143,0
"red wine vinegar, poppyseed dressing, whole wheat macaroni dry",434,82.81099999999999,15.655,7.0,1
"pokeberry shoots raw, hummus",472,55.4,16.2,21.700000000000003,1
"cassava, clif bar, cashew butter, matzo crackers whole wheat",757,149.4,19.3,12.9,0
"tomato soup canned, peanut oil, green goddess dressing",322,23.700000000000003,6.6,23.3,1
"beef noodle soup, snap beans raw, teriyaki sauce, original chicken sandwich chick fil a",340,27.7,12.5,11.515,1
"scots kale raw, sorghum flour, roe raw",485,99.5,14.5,5.300000000000001,0
"pink lemonade, sweet potato leaves cooked, nachos supreme taco bell",588,71.3,16.3,27.1,1
"pork carcass raw, baked beans, drumstick leaves raw",2029,45.0,76.2,169.70000000000002,0
"ground bison cooked, kanpyo dried, caesar dressing",667,35.6,68.5,30.400000000000002,1
"carp cooked, mashed potatoes, syrah red wine",612,39.3,43.0,19.0,1
"vegetable lasagna, cantaloupe melon, leeks dried, grape soda",546,90.70000000000002,17.6,14.026,1
"chives raw, burrito with beans cheese beef",166,19.900000000000002,7.33,6.688,1
"beef flavored rice raw, vegetable egg roll, filinchen gutena",829,164.6,25.4,6.1000000000000005,0
"escarole soup, omelet, honey loaf",240,7.0,19.700000000000003,14.7,1
"lamp spleen cooked, egg yolk raw, coconut whole coconut",3851,0.6,80.8,90.1,0
"veal shank cooked, japanese persimmon dried, american shad raw, merlot red wine",948,28.7,93.0,37.5,0
"pasta cooked, pretzels, provolone cheese",879,84.19999999999999,48.599999999999994,38.4,0
"apple dried, soy vermicelli, thyme dried, corn pasta dry",1259,301.4,17.6,9.9,0
"grape soda, grape juice, fruit cocktail canned",421,107.2,2.0,0.353,0
"ground bison cooked, tomato bisque soup, waffle",914,72.4,74.0,37.2,0
"shrimp cooked, oyster stew soup, catjang cowpeas cooked",325,42.913000000000004,19.4,8.991999999999999,1
"egg mcmuffin mcdonalds, rice flour white, radish seeds sprouted",881,155.3,28.0,15.399999999999999,0
"sablefish cooked, scallops cooked",766,0.5,54.0,59.358,0
"barbecue sauce, pollock raw, coffee, yardlong beans cooked",588,43.0,89.6,4.768999999999999,1
"monkfish cooked, anchovy raw",64,0.0,11.1,2.0,1
"peas carrots canned, oyster fried, graham crackers",513,92.80000000000001,13.4,12.2,0
"rhubarb cooked, premium grilled chicken club sandwich mcdonalds, vanilla wafer pie crust",1706,207.6,45.699999999999996,81.8,0
"oatmeal cookies, bacon roasted, white sauce",524,40.2,14.2,34.4,0
"coffee, cornstarch",490,116.8,0.6,0.099,0
"white wine, winged beans cooked, pork tail cooked",1463,29.5,65.2,108.5,0
"focaccia, pork stomach cooked, breadfruit seeds",243,29.229,13.3,8.3,1
"pork leg cap steak raw, egg noodles cooked, soymilk nonfat, chicken pot pie",1060,87.5,74.19999999999999,44.146,0
"whiting raw, scrambled eggs mcdonalds, mixed vegetables cooked",299,24.7,29.7,9.0,1
"daiquiri, chicken gizzard cooked",335,4.2,44.135,3.936,1
"waffle toasted, double hamburger, bartlett pear, sturgeon cooked",1341,94.3,83.4,69.1,0
"egg dinner roll, feta cheese",187,19.4,7.6,8.600000000000001,1
"pork kidneys cooked, loganberries",292,19.1,37.800000000000004,7.1,1
"grilled chicken sandwich wendys, mango",572,50.3,2.8,9.3,1
"trout cooked, burdock root cooked, sesame crunch, blackberry juice",368,55.5,21.0,7.6,1
"tomato sauce with onions, apple crisp, dandelion greens cooked",592,118.1,10.8,10.799999999999999,0
"pumpkin leaves raw, pork tail cooked, crab cake",1256,6.0,59.3,109.10000000000001,0
"chuck eye steak grilled, vanilla fudge with nuts",976,21.1,77.7,64.4,0
"spinach canned, buckwheat raw, pork shoulder raw",1155,15.399999999999999,84.4,82.9,0
"chum salmon raw, french dressing",76,2.5,0.7,7.3,1
"roe cooked, soymilk nonfat, cranberries dried",496,109.39999999999999,14.153,3.9459999999999997,0
"woca seeds dried, mullet cooked, florida pompano cooked, tabasco sauce",429,22.606,46.14500000000001,15.502,1
"sheepshead raw, late harvest white wine, fish sauce, american cheese",528,22.2,53.6,13.613000000000001,1
"sardine oil, breadnut tree seeds raw",184,13.1,1.7,13.9,1
"heidelbeeren jutro, turbinado sugar, olives",45,5.5,0.09,1.1,1
"sugar wafers with creme filling, shoestring french fries, sisymbrium seeds, wonton wrappers",383,69.4,12.599,6.299999999999999,1
"cheese coffeecake, macadamia nuts raw",296,34.400000000000006,5.7,15.6,1
"sesame sticks, pasta marinara and ground beef sauce, meat vegetable pizza, pork tail cooked",1516,43.300000000000004,65.39999999999999,118.6,0
"dill weed fresh, quesadilla with chicken, hoisin sauce, drumstick leaves raw",581,52.7,29.900000000000002,28.363,1
"rockfish raw, shark fin soup, pork egg roll, eastern oyster fried",489,35.0,51.7,14.799999999999999,1
"whitefish raw, cheesecake, portabella mushrooms grilled, beef sandwich steak raw",730,25.799999999999997,55.4,45.400000000000006,0
"cracker meal, lamb tongue cooked",1141,93.0,65.7,53.7,0
"vanilla wafer pie crust, maple sugar, brown rice cooked, gelatin dessert",1362,183.39999999999998,14.336,65.361,0
"pumpkin raw, waffle toasted, chocolate cream pie",434,57.099999999999994,6.2,22.5,1
"caesar salad with crispy chicken mcdonalds, chicken heart cooked, taco with chicken cheese lettuce",802,38.6,77.0,34.099999999999994,0
"pumpkin flowers cooked, scots kale raw, creamy ranch sauce mcdonalds",180,11.0,3.6999999999999997,15.2,1
"french roll, tamarind nectar, beef stick",358,57.2,7.8,11.8,1
"bakers yeast, buttermilk dressing light, shrimp imitation",77,8.9,5.1000000000000005,2.5999999999999996,1
"parboiled white rice cooked, potatoes canned, english muffin toasted",466,98.3,13.6,2.0,0
"beef flank steak raw, apple, honey mustard dressing fat free",167,30.900000000000002,6.7,2.8,1
"coconut meat, ocean perch raw",1456,60.5,23.0,134.0,0
"sliced turkey breast, sprouted soybean raw, shrimp cooked, buckwheat cooked",264,40.613,18.6,6.392,1
"vegetable salad, ham extra lean",67,5.0,6.8,2.3539999999999996,1
"rye bread, coho salmon raw, soy meal raw, lemons",768,69.9,91.9,16.4,1
"cusk cooked, asian pear",157,13.0,23.700000000000003,1.1,1
"chicken broth, donut with jelly filling, marshmallow, chocolate pudding",578,85.0,9.5,23.333000000000002,0
"pork stomach cooked, crookneck squash raw, canadian style bacon grilled, apple crisp",565,92.229,18.0,14.1,1
"lamb sirloin cooked, cornsalad, salat mix alestro, peppercorn dressing",914,4.9,65.8,67.80000000000001,0
"gatto di patate home made, beechnuts dried",375,14.1,1.9,24.4,1
"turkey vegetable soup, garlic powder, salsa con queso, beef under blade steak raw",1675,38.8,138.3,107.62899999999999,0
"tree fern cooked, chicken egg roll, pork splean cooked, mozzarella cheese",751,38.8,99.80000000000001,19.895999999999997,1
"biscuit with egg, almond butter, beer light",630,43.8,21.599999999999998,34.2,1
"fish sauce, honey, pollock raw",425,18.0,75.98,3.8129999999999997,1
"filet o fish mcdonalds, cheese crackers",412,39.6,15.9,21.200000000000003,1
"ranch flavor tortilla chips, balsamic vinegar",1006,126.9,14.241,48.8,0
"ostrich leg cooked, emu fillet cooked",727,0.0,147.9,10.7,1
"bread crumbs, glazed donut, cherry pie, crookneck squash canned",995,159.39999999999998,21.5,30.8,0
"crispy chicken thigh kentucky fried chicken, beef shoulder steak raw, queso fresco cheese, thyme dried",1153,67.5,99.80000000000001,62.900000000000006,0
"ocean perch raw, northern pike raw",399,0.0,86.1,3.7,1
"egg white delight mcdonalds, french fries mcdonalds, veal lungs cooked, potato chips cheese",1783,147.89999999999998,74.7,88.2,0
"chocolate coffee beans, greenland halibut cooked, fruitcake",1054,42.1,61.900000000000006,69.7,0
"pecans raw, nutmeg butter oil",2680,15.1,10.0,296.4,0
"arepa, premium crispy chicken classic sandwich mcdonalds",739,95.0,33.2,25.3,0
"mutton tallow, apple juice, pork sirloin chops cooked, fruit salad canned",424,60.5,24.8,9.808,1
"ginkgo nuts raw, brown gravy dry, lemon pudding",247,44.4,5.8999999999999995,5.5,1
"pinot gris grigio white wine, beef shoulder steak grilled, brown sugar, ginger ground",299,8.4,24.324,5.843,1
"milkfish raw, sweet sour sauce, chicken crispy wings kentucky fried chicken",216,11.8,15.02,12.084,1
"vanilla fudge, whiting cooked, daiquiri, horseradish",306,28.0,17.238,2.8209999999999997,1
"oat bran bread toasted, pork salami",111,12.0,5.4,4.7,1
"clams canned, orange grapefruit juice, dinner roll, nachos with cinnamon sugar",1001,111.1,49.9,40.5,0
"split peas cooked, brownie, oriental radish cooked, asadero cheese",897,86.7,45.7,42.9,0
"savoy cabbage raw, pork carcass raw, teff cooked, greenland halibut raw",2739,54.3,132.9,217.21699999999998,0
"applesauce, greenland halibut raw, baby lima beans cooked, chocolate pudding",1263,97.0,74.1,64.10000000000001,0
"ground turkey raw, rice flour brown, ham salad",840,125.6,37.7,20.1,0
"caramel popcorn, blueberry pancakes, coconut water, pollock raw",607,42.3,80.1,11.4,1
"mayonnaise light, fish sticks, corned beef cooked",167,7.506,6.932,11.8,1
"fondant, beef flavored rice cooked, guanabana nectar",573,118.3,7.3,8.309000000000001,0
"salt pork raw, olive oil, clementine, lemon peel",367,9.200000000000001,2.032,36.402,0
"beef liver cooked, tortilla, queen crab raw",622,101.9,39.3,5.8,1
"macaroni cheese, bagel, grapeseed oil, onion soup",788,108.0,30.1,28.0,0
"ham extra lean, french dressing fat free, veal breast cooked",819,5.699999999999999,81.41,49.824,0
"hibiscus tea, golden delicious apple",136,29.6,1.2,1.5,1
"pork boston steaks cooked, tortilla chips low fat, non alcoholic wine, eastern oyster fried",586,24.6,47.7,31.500000000000004,1
"almonds raw, brick cheese, sunflower oil",240,1.1,7.3,23.2,1
"enchilada with cheese, biscuit mcdonalds",635,54.5,20.1,37.5,1
"colby cheese, focaccia, chocolate soymilk, cheese croissant",1071,85.1,44.7,61.2,0
"vegetable salad with chicken, fondant",176,28.9,11.6,1.509,1
"tapioca pearls, cantaloupe melon",604,149.20000000000002,1.8,0.393,0
"soft pretzels, mung bean sprouts raw, cream of shrimp soup",576,97.5,15.6,14.044,1
"fava beans canned, hanfprotein pulver rohkostqualitat veganz, red potato raw, dolphinfish raw",611,79.9,55.7,5.3999999999999995,1
"high protein bread dr zaks, mince pie, lotus seeds dried, yachtwurst cooked",885,115.89999999999999,17.5,34.1,0
"fish sandwich, lamb rib cooked, splenda sweetener",1816,149.9,76.5,103.4,0
"pepperoni pizza pizza hut, potato scalloped",485,56.7,19.3,19.9,1
"crookneck squash canned, soy meal raw, salmon fish oil",564,55.2,56.099999999999994,16.6,1
"tahitian taro cooked, romanesco cooked, couscous dry",749,151.1,31.5,2.4,0
"avocado, pork boston steaks cooked, rice bran bread toasted",936,34.8,51.0,69.0,0
"milk cereal bar, vanilla soymilk",234,33.3,9.5,7.0,1
"waffle toasted, dinner roll whole wheat",177,30.6,4.8,4.5,1
"pork blade steak braised, skittles wild berry mars, monkfish raw",965,56.387,72.4,47.7,0
"lobster cooked, pomegranate, white beans canned",550,81.9,49.9,3.7,1
"spirulina dried, butter croissant, orange peel, coconut meat",1662,89.8,21.993,145.517,0
"soursop, english muffin with egg cheese sausage, cottage fries, egg white delight mcdonalds",882,68.60000000000001,24.6,47.0,0
"apple pie, swiss chard cooked",366,53.6,6.3,15.7,1
"pokeberry shoots raw, summer squash raw, prickly pear raw, queso seco cheese",402,18.5,31.101000000000003,24.772000000000002,1
"plum sauce, pork country style ribs raw, sucker cooked",425,8.1,51.60000000000001,19.0,1
"burrito with beans cheese, pumpernickel bread, beef heart cooked",491,70.257,24.0,13.3,1
"pork feet cooked, white icicle radish",81,2.6,7.300000000000001,4.6,1
"english muffin mcdonalds, russet potato baked",387,67.0,13.600000000000001,2.6999999999999997,1
"peach, taro shoots raw, sturgeon cooked",252,16.3,30.4,7.469,1
"pink salmon cooked, blue cheese, pork gravy powder, red potato raw",629,38.9,67.0,21.500000000000004,1
"hearts of palm, ham extra lean, spelt cooked, beechnuts dried",473,63.5,18.5,19.099999999999998,1
"bamboo shoots cooked, corn granola oil, japanese soba noodles cooked",251,26.7,7.6,14.4,1
"sesame meal, corn flour whole grain, hubbard squash raw, herring cooked",918,107.4,48.099999999999994,35.300000000000004,0
"yellow beans cooked, crayfish raw, apple juice concentrate, chinese egg roll",831,155.5,25.3,13.348,0
"pork ears cooked, potato raw",348,37.400000000000006,22.0,12.2,1
"caraway seeds, tomato sauce with onions, egg raw, red chili peppers",223,32.099999999999994,12.900000000000002,7.0,1
"rice bran, hotcakes sausage mcdonalds",1149,161.0,31.3,59.5,0
"millet cooked, swiss chard cooked, turnip greens canned, pork centre loin chops cooked",597,52.400000000000006,51.6,19.599999999999998,1
"mouvedre red wine, pumpkin seed sunfish cooked, celtuce, chicken sandwich with cheese",804,45.8,38.770999999999994,39.187999999999995,0
"wild plum, parmesan cheese grated, collard raw, lamb foreshank raw",1092,38.0,88.99999999999999,62.60000000000001,0
"fruit burrito, potato salad with egg, mouvedre red wine, amaranth cooked",1004,125.4,16.8,36.9,0
"sunflower seed butter, acorn raw",209,15.2,4.5,15.600000000000001,1
"burdock root cooked, rainbow smelt cooked",181,35.1,9.9,1.1,1
"radicchio, macaroni cheese, riesling white wine, cusk cooked",549,52.1,36.7,10.4,1
"pollock raw, egg custard",648,31.0,89.2,16.7,1
"clif bar, fava beans raw, stinging nettles, dungeness crab cooked",924,139.8,79.9,7.906999999999999,0
"chicken stock, scotch broth, white rice raw, fruit punch",1056,203.8,31.5,10.9,0
"fish fillet fried, blue mussels cooked",555,30.200000000000003,60.900000000000006,20.2,1
"dutch apple pie, elderberries, italian salami, pumpernickel bread",611,100.2,8.5,21.0,0
"chicken sandwich with cheese, crispy chicken drumstick kentucky fried chicken, caramel with nuts chocolate coated",768,50.1,41.3,44.699999999999996,0
"catjang cowpeas cooked, pork arm picnic raw, chocolate rasberry protein mini proteinfx",5600,34.7,527.5,347.49999999999994,0
"breadsticks, pancakes whole wheat, banana pepper",204,31.8,7.2,5.3999999999999995,1
"ground emu raw, spelt raw, squid fried, chicken broth dry",895,129.4,67.1,15.100000000000001,0
"bluefish raw, kelp",188,0.5,30.17,6.4670000000000005,1
"yogurt parfait, beef plate steak raw",742,24.5,52.8,48.3,0
"fruit jam, trail mix",195,27.3,4.1,8.895000000000001,1
"popcorn air popped, tomatoes in tomato juice canned",72,15.8,2.9,0.7,1
"steak sauce, soybean lecithin oil, ostrich leg cooked",240,3.7,24.9,15.204,1
"rice pilaf cooked, original taco with beef cheese lettuce taco bell, pistachio nuts roasted, papaya nectar",825,119.6,19.8,31.7,0
"haddock cooked, petite sirah red wine, potato skin raw",282,8.6,31.1,0.899,1
"blackberries raw, pecan pie, onion raw",581,81.2,8.4,27.848,0
"after eight mints nestle, sesbania flower raw",37,6.9,0.112,1.095,1
"prairie turnips raw, cod raw, baked potato with cheese sauce, chocolate milk dessert",912,102.6,61.9,31.628999999999998,0
"lentil soup with ham, hickorynuts dried, pink salmon raw, scup cooked",1399,42.099999999999994,101.89999999999999,95.80000000000001,0
"spaghetti dry, tofu yogurt, purslane cooked, egg mcmuffin mcdonalds",659,94.3,31.799999999999997,17.5,1
"nopales raw, arroz con leche",383,65.9,9.2,9.363000000000001,1
"perch raw, beef thymus cooked, oatmeal bread, sandwich with cold cuts",2176,93.0,138.20000000000002,136.29999999999998,0
